,title,href,time,pay
73,物理学院研究生会动员大会顺利召开,/2022/0616/c2314a559702/page.htm,2022/0616,50
74,物理学院开展研究生学术诚信与学位论文写作规范教育,/2022/0616/c2314a559700/page.htm,2022/0616,30
75,​物理学院2020级1班团支部大会圆满举行,/2022/0616/c2314a559699/page.htm,2022/0616,30
76,物理学院第十一次研究生代表大会顺利召开,/2022/0616/c2314a559696/page.htm,2022/0616,30
77,物理学院篮球赛中期赛况播报,/2022/0616/c2314a559695/page.htm,2022/0616,30
78,教学相长，交流共进——物理学院“悟理有术·朋辈助学”线上交流见面会顺利举办,/2022/0616/c2314a559688/page.htm,2022/0616,30
79,物理学院2020级本科1班开展学习经验分享交流活动,/2022/0616/c2314a559687/page.htm,2022/0616,30
80,欢迎神十三回家——喜迎二十大，物理学院2020级本科1班感悟航天精神,/2022/0616/c2314a559686/page.htm,2022/0616,50
81,物理学院今宵茶馆活动组织观看《线性代数的本质》,/2022/0616/c2314a559685/page.htm,2022/0616,30
82,物理学院2020级本科四班开展冰雪思政大课学习活动,/2022/0616/c2314a559679/page.htm,2022/0616,30
83,物理学院2021级本科五班举办清明祭扫实践教育活动,/2022/0616/c2314a559677/page.htm,2022/0616,70
84,物理学院2021级本科1班举行清明节祭扫活动,/2022/0616/c2314a559674/page.htm,2022/0616,30
85,物理学院团员代表大会胜利召开,/2022/0616/c2314a559672/page.htm,2022/0616,50
