,title,href,time,pay
138,“从心出发，不做emo人”——少年班学院2021级2班开展守护心理健康中之趣味桌游体验活动,/2022/0531/c2314a556770/page.htm,2022/0531,30
139,少年班学院2019级创新试点班4班举行心理健康教育班会,/2022/0530/c2314a556644/page.htm,2022/0530,30
140,少年班学院2020级2班举行助理班主任见面会,/2022/0530/c2314a556642/page.htm,2022/0530,30
141,少年班学院2020级2班举行5·25心理健康教育月主题知识竞赛,/2022/0530/c2314a556641/page.htm,2022/0530,30
142,少年班学院2020级4班召开“我劳动 我快乐”主题班会,/2022/0527/c2314a556352/page.htm,2022/0527,30
143,少年班学院2020级4班维护宿舍公共区域,/2022/0527/c2314a556351/page.htm,2022/0527,50
144,少年班学院2020级2班集中学习马克思主义劳动观,/2022/0527/c2314a556350/page.htm,2022/0527,70
145,少年班学院2019级创新试点班4班举行“争做诚信好青年，喜迎党的二十大”主题教育班会,/2022/0527/c2314a556349/page.htm,2022/0527,30
146,少年班学院2021级7班举行“5·25”班级心理活动,/2022/0526/c2314a556256/page.htm,2022/0526,50
147,少年班学院2020级7班成功举办心理剧本角色扮演活动,/2022/0526/c2314a556255/page.htm,2022/0526,30
148,少年班学院2020级5班召开本学期第三次集体班会,/2022/0526/c2314a556254/page.htm,2022/0526,50
149,少年班学院2020级4班同学参加图书馆志愿活动,/2022/0526/c2314a556253/page.htm,2022/0526,30
150,少年班学院2021级2班开展系列学习交流活动之托福考试经验交流会,/2022/0525/c2314a555976/page.htm,2022/0525,30
